0	what is the difference between a college and an academy?
1	what is the best reply for excuse me?
2	have pp vs have been pp?
3	what is the difference between a hard drive and a hard disk?
4	how to say i am very interested in a job?
5	what is the difference between expression and idiom?
6	date and time are or is?
7	can you begin a sentence with while?
8	are descent and ancestry the same?
9	what is the difference between present continuous tense and past continuous tense?
10	what is the difference of world and universe?
11	is terse a negative word?
12	your attendance is a must meaning?
13	what is the difference between help and helps?
14	person who always blames someone else?
15	are double contractions grammatically correct?
16	do diligence or due diligence?
17	a man is a mortal?
18	what is the difference in usage between the words british and english?
19	what is the difference between type and print?
20	what is the difference between graphic and graphical?
21	have been or had been?
22	what is the difference between relation and relationship?
23	what is the difference between give in and give up?
24	are put in place meaning?
25	what is 1st 2nd and 3rd base in dating?
26	is to vs has to?
27	what is the difference between high and low notes?
28	what is the difference between good on you and good for you?
29	what is the difference between good noon and good afternoon?
30	what is the difference between the word god and lord?
31	what is the difference between particle and particulate?
32	are changed vs have changed?
33	what is the difference between bragging and boasting?
34	are semicolon and dash the same?
35	what is the difference between what and which?
36	is flustered a real word?
37	what is the difference of a few and few?
38	do novels have to be fiction?
39	are nomenclature and terminology the same?
40	is 25 years half a century?
41	what does it mean when someone is not in the mood?
42	is it faq or faqs?
43	what is the difference between overwhelmed and whelmed?
44	what is the difference between past continuous and present perfect?
45	what is the difference between a living room and a parlor?
46	can x be a vowel?
47	is the disk drive the hard drive?
48	what is the difference between the poor and the needy?
49	what does it mean when someone says they want to do you?
50	what is the difference between ledger and account?
51	are afraid and fear the same thing?
52	what is the difference between concentration focus?
53	what is the difference between base and based?
54	what is the difference between a motor and an engine in a car?
55	what is the difference between workout and exercise?
56	a man who has many lovers?
57	will the shades of pemberley be thus polluted?
58	is layperson a derogatory term?
59	what is the difference of hypothetical and theoretical?
60	is duh a bad word?
61	do you mind if i response?
62	what is the difference between enhanced and improved?
63	what is the difference between types and kinds?
64	are slacks and suit pants the same?
65	what is it called when someone changes their mind a lot?
66	is anniversary just for marriage?
67	are salty and savory the same?
68	how much is 15 hundred?
69	why are wolverhampton wanderers called wanderers?
70	are riding the hobby horse?
71	a guy who asks a lot of questions?
72	what is the difference between working out and exercising?
73	has told or had told?
74	what is the difference between a cream and creme?
75	what is the difference between a lip reader and a lipspeaker?
76	is naff a swear word?
77	how are circumference and perimeter different?
78	a guy who only cares about money?
79	what is the difference of chest and trunk?
80	what is the difference between excuse you and excuse me?
81	can obvious be used as a noun?
82	are you angry at me meaning?
83	is lunch dinner or supper?
84	what are the layers of an onion?
85	what is it called when you believe there is a higher power?
86	what is the difference between prison and jail uk?
87	what is difference between leaving and going?
88	what is difference between belief and trust?
89	what is the difference between stem and trunk?
90	is idioms and phrases are same?
91	are phrases and idioms the same?
92	what is the meaning of the root word vi?
93	what do slacks look like?
94	what is the difference between warranty and guarantee?
95	dedication and commitment are they the same?
96	what is the difference between ideal and optimal?
97	what is the difference between sport play and game?
98	are you a mouse or a man?
99	answer to how was it going?
100	what is the difference between family name and last name?
101	whom u want to talk?
102	is i personally correct grammar?
103	what is the difference between stand up?
104	whom to follow up with?
105	is toast countable or uncountable?
106	what is the difference between deputy and vice?
107	what is the difference between of guarantee and warranty?
108	what are positive and negative questions?
109	is not a fan of meaning?
110	what is positive negative and neutral?
111	are the shades of pemberley?
112	can you begin a sentence with regretfully?
113	is gosh a real word?
114	to is preposition or not?
115	what is the difference between cunning and wily?
116	what is it called when you always want to be right?
117	is no worries proper english?
118	what is the difference between indication and indicator?
119	is these ones correct english?
120	what is the difference between being selfish and self centered?
121	are speeches written in first person?
122	has took or has taken?
123	what is the difference between jargon and technical terminology?
124	what is the difference between internet and online?
125	is it grammatically correct to say thank you so very much?
126	what is the difference between single quotation marks and double quotation marks?
127	what is the difference between class and group?
128	how to answer when someone ask how's it going?
129	what is the difference between a series and a season?
130	what is the difference between cook and cooker?
131	can you begin a sentence with nor?
132	what does work me mean?
133	what is native level english?
134	is nowadays formal or informal?
135	what is the difference between sport game play competition and recreation?
136	can yesterday be an adverb?
137	what is the difference between possible and feasible?
138	is exactly the same grammatically correct?
139	what is the difference between multi and multiple?
140	is it suppose to do or supposed to do?
141	what is the difference between time and times?
142	what is difference between powerless and helpless?
143	what is it called when you want more?
144	what is it called when someone always disagrees?
145	is bfe a real place?
146	what is the difference between being practical and pragmatic?
147	what does it mean when you call someone your lover?
148	has pp has been pp?
149	what are the difference between type and category?
150	what is the difference between miss and ma'am?
151	what is the difference series or season?
152	can you start a sentence with especially?
153	what is it called when someone always thinks negative?
154	would be vs will be?
155	what is a person that is always negative?
156	what are you doing in indirect speech?
157	what is the difference between evangelical and evangelism?
158	what is the difference between met and meet?
159	has get or has got?
160	are symbols and metaphors the same thing?
161	is much singular or plural?
162	what is the difference between clean and clear?
163	what do you answer when someone says what's up?
164	2 am is morning or night?
165	what is the difference between lunch and supper?
166	are you nuts meaning etymology?
167	has got or has gotten?
168	what is the difference between describe and explain?
169	what is the difference between target aim and goal?
170	can you begin a sentence with furthermore?
171	what is the difference between aim at and aim to?
172	what does it mean when someone says you lot?
173	your attendance is of great importance?
174	what is the difference between phonetics and phonemics?
175	what is the difference between in and with?
176	what is the difference between term and tenure?
177	what does breaking hearts and taking names mean?
178	what is the difference between i don't mind and i don't care?
179	what is the difference between man human and person?
