589	"You too" is an abbreviation of a repeat of the sender's statement, for example: Merry Christmas! [Merry Christmas to] You too! This is entirely valid spoken English (it's very informal in written English), but be careful of when you don't want to return the greeting in its exact form. For example, the following is fine when both you and your friend are heading home from work: Have a safe trip home! You too! But the previous conversation is wrong (but usually obviously and inoffensively wrong) if the first person is not travelling home, for instance if the second person were leaving the first's house after a visit. In such a circumstance, one would normally have to think of an alternative response, for example: Have a safe trip home! Thanks! Have a great evening!
387344	A Warren (also Holds in earlier times that you'll get to in later books) are places (worlds/dimensions). They have distinct geographies, may be inhabited, have occupants (i.e. creatures that live in them), and are generally ruled by a god (or sometimes something else). Mages draw power from Warrens (by opening a mental doorway/window to them), but they are also able to physically enter them, travel through them (interacting with any inhabitants), and exit somewhere else. Mages can take non-mages on these travels, and occasionally a non-mage will enter a Warren for some reason. In Memories of Ice, you'll find out that: Warrens were created in some way from the flesh and blood of the Elder God K'rul, and have a strong connection (possibly sourcing power from) dragons (Eleint). Dragons typically inhabit Warrens.
432766	In the comics, Barry Allen has been shown to run faster than light, as per @Keen's answer to this related question. Exactly how fast has never really been measured -- as far as I know, they've never tried to apply the Star Trek "warp" scale to Barry. In the DC universe, there are five "speed barriers" (really, critical velocities): the sound barrier, the light barrier, the time barrier, the dimension barrier, and the Speed Force barrier. Barry is one of the very few people who can break through all five barriers, meaning he can run significantly faster than light -- fast enough to travel into the Speed Force itself. (In general, he rarely moves faster than a few Mach levels, because it causes major problems for his surroundings.) In the TV show, we just don't know. In the Flash episode "Legends of Today", Harrison Wells and Caitlyn Snow actually discuss Barry's top speed so far. Caitlyn claims that Barry was travelling at something around Mach 2 when he time traveled. (We have to assume, then, that the time travel is an effect of the Speed Force itself, and not a side-effect of supra-light travel.) Wells claims that Zoom is "at least 10 times" as fast as that, and that Barry will have to get himself up to that point to face Zoom. I think we can expect that as the season progressed, Barry will struggle to become faster than he has been up to this point, but there's no indication where that speed increase will happen.
553756	The pattern is better expressed this way: Row 1: 2 elements Row 2: 2+6 elements Row 3: 2+6 elements Row 4: 2+6+10 elements Row 5: 2+6+10 elements Row 6: 2+6+10+14 elements Row 7: 2+6+10+14 elements The reason comes down to how the electrons fill the available energy levels. The thing that differentiates one element from another is the proton number, and each time a proton is added and a new element defined it requires one more electron to neutralise the charge. That electron naturally occupies the lowest available energy level in the atom. The energy levels available are defined by the quantum state, including the quantum numbers $n, l,$ and $m_l$. $n$ is the principle quantum number and relates to the period the element is in, or the shell. $l$ is the angular momentum quantum number which defines the sub shell s, p, d, f, of which there are $n$ subshells whose values are $l=0,\dots {n-1}$. The magnetic quantum number $m_l$ further subdivides the subshell into orbitals, of which there are $2l+1$ orbitals whose values are $m_l=-l,\dots {+l}$. subshell number of orbitals subshell label l value (number of ml values) electron capacity s 0 1 2 p 1 3 6 d 2 5 10 f 3 7 14 Each orbital (i.e. each value of $m_l$) may contain 2 electrons The available quantum numbers are: n l values (subshells) ml values total shell electron capacity 1 0 (s) 0 2 2 0,1 (s,p) -1,0,1 2+6 3 0,1,2 (s,p,d) -2,-1,0,1,2 2+6+10 4 0,1,2,3 (s,p,d,f) -3,-2,-1,0,1,2,3 2+6+10+14 The pattern is there, but it doesn't seem to match up because by row 7 you would have 98 electrons in the shell and might expect the row to contain 98 elements. This is not the case! The energy levels for the $l$ values with large deviations from $0$ (i.e. orbitals with high angular momentum) become increasingly far apart, so even though 3d orbitals exist in the third row, they are so much higher in energy than the 3p orbitals that they are higher even than the 4s orbitals. This happens again in row 4 where 4f orbitals are so much higher in energy than 4d orbitals, they are even higher than 5s. The different in energy is not always so large in specific cases, so there are examples where bonding or ligands or symmetry cause the energy levels to switch around, but otherwise the trend is true. If they can produce (or discover) some elements in the next row, we might expect to see the 5g shell finally start to get filled and have a new block in the table, but realistically it doesn't look like they will be stable atoms. I think I'm missing the reason why we arrange the elements into this table in the first place. The periodic table is arranged so that all elements in the same column have the same number of outer electrons. This is useful because elements with the same outer shell configuration of electrons react in similar ways, so they are grouped together in columns. This has the effect of creating 'periods' that begin with a reactive metal and end with an inert gas. Row 1 has two elements, and it's special in a way because it's the first in the series. Hydrogen has 1 electron, and a maximum capacity of 2 electrons. This means it behaves in a similar way as other elements that only have 1 electron in their outer shell (group 1), and also in a similar way to elements that only need 1 more electron to complete their outer shell (group 7). Where do we position it then? Often it is placed somewhere in the middle. Helium then has a full outer shell, which means it has many similarities to other elements with a full outer shell and goes in group 8 (or group 0) on the right. Edit: The alternative period table that you mention, the left-hand version, is laid out so as you read it from left to right you fill up the orbitals. This takes in to account that situation I describe where 3d orbitals are higher than 4s, and using this left-hand table you clearly see that. However this alternative table does not allow you to easily read the valance shell configuration like the Mendelev one does. Other types of table highlight different kinds of properties or relationships, which can be more useful in certain situations. The labels on the left (1s; 2s; 2p 3s; etc) relate to the outer subshell in that row, so Carbon is in the "2p" section of that chart while Magnesium is in the "3s" section on the same row.
1173439	I just upgraded someone to a 2-in-1 laptop with limited hard-drive space. We used a Google Email account, and had no issues with storage space. I'm trying to move one of my older in-laws away from WLM as well – it isn't supported very well by Microsoft – but they don't want to learn anything new. If you want to keep using a Microsoft account, I would start up an "outlook.com" email account, and transfer everything to there. Microsoft has instructions here. It might be your easiest migration path. http://windows.microsoft.com/en-us/outlook/import-desktop-app From the link: Import email from a desktop app If you've been using a desktop app to manage your mail, like Outlook, Outlook Express, Windows Live Mail, or the version of Windows Mail that came with Windows Vista, your email messages and contacts are on the hard drive of your old PC. You can import them into Outlook.com using the Mail Migration add-on. Import your email and contacts On the PC that has your email and contacts, install the Mail Migration add-on for Internet Explorer. Choose which accounts you want to import. By default, the add-on will import all email and contacts from all email accounts on your PC. Click Import. Set up your Outlook.com account in the Mail app If you liked using Outlook, Outlook Express, Windows Live Mail, or Windows Mail, and your PC runs Windows 8.1 or Windows RT 8.1, try the Mail app. For more help with adding email accounts, contact customer support.
1263601	I just needed to find /etc/environment using Ubuntu 16.04 looking into Windows 10 NTFS storage. I found it here: C:\Users\USER_NAME\AppData\Local\Packages\CanonicalGroupLimited.Ubuntu16.04onWindows_79rhkp1fndgsc\LocalState\rootfs\etc\environment I changed /mnt/c/ to C:\ for Windows nomenclature. I also changed all occurrences of / to \ for same reason. You need to replace USER_NAME with your Windows User Name. I had to use sudo -H Nautilus to get permissions to view the User Files stored in WSL. NEVER update your Linux files in WSL using a Windows application. It will corrupt your Linux data. From the Linux (Ubuntu 16.04) side the nomenclature would be: $ sudo cat /mnt/c/Users/USER_NAME/AppData/Local/Packages/CanonicalGroupLimited.Ubuntu16.04onWindows_79rhkp1fndgsc/LocalState/rootfs/etc/environment PATH="/mnt/e/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games" export LIBGL_ALWAYS_INDIRECT=Yes export DISPLAY=localhost:0.0
2372677	Average speed is extremely dependant on: Your fitness (main factor) Weather (particularly wind) Road surface quality Interruptions like traffic lights, dog-walkers on bike-lanes Accumulated fatigue over multiple days How hilly the terrain is (although this can be balanced out by the faster descent) As you mentioned, best way to see is using a GPS and seeing how fast you go.. I've found over the course of about 6-months of riding, my average speed over long rides is around the average of my shorter rides (I'm classifying "long" as around 150-200km, and "short" as maybe 30-80km) For example, here is a plot of my distances vs average speed: (the axis's are in km/h and km) The >50km rides averaging 25-30km/h are mostly group rides. Ignoring those, beyond about 80km begin to converge to an average of 20km/h (although at 80km I've ranged from about 15-25km/h, but this includes when I just started riding..) These numbers are all specific to me, and even still they vary (particularly over time): These averages are spread over a few different bikes (start to April was on a hybrid bike, April to mid May was on one road bike, and the rest was on a different road bike) - but, the spikes are almost all related to either terrain (there's a large dip in July related to a Strava hill-climbing challenge), fatigue (the dip in August was another Strava challenge, to cycle long distances over consecutive days), or other factors mentioned above Sorry for the rather rambly answer, but it hopefully conveys that average speed depends on a lot of factors, and it's hard to give a specific answer
2395052	Nipple wrench flat sizes don't correspond to spoke gauge in as clean or universal of a way as you're suggesting. This depends a little on where you are in the world (and in history), but 2mm aka 14g spokes are by far the most common for bicycles, and there are three different common size nipples associated with them: 0.127", 0.130", and 0.136". (These correspond respectively with the black, green, and red spoke wrenches that several tool companies use.) Of these, the 0.127" wrench flat size is the standard one for 2.0mm spoke nipples by all the modern premium quality spoke makers (DT, Sapim, Wheelsmith, Marwi), and the other two are used seemingly at random by various lower-tier spoke/nipple producers. Nipples for 1.8mm/15g spokes also almost always have the 0.127" wrench flat size. 2.3mm/13g spoke nipples can have either the 0.136" size or one of the more "oversize" standards like 0.156". So there is no 1:1 mapping, especially because looking back into history there can be found any number of now-unusual permutations. The gauges listed on ring-type spoke wrenches are arbitrary and outmoded in actual use even if once they were based on some kind of real system. Also, spoke wrenches in shop use get a lot of reps and do develop slop and eventually wear out.
553445	The D-L system corresponds to the configuration of the molecule: spatial arrangement of its atoms around the chirality center. While (+) and (-) notation corresponds to the optical activity of the substance, whether it rotates the plane of polarized light clockwise (+) or counterclockwise (-). D-L system tells us about the relative configuration of the molecule, compared to the enantiomers of glyceraldehyde as the standard compound. Compounds with the same relative configuration as (+)-glyceraldehyde are assigned the D prefix, and those with the relative configuration of (-)-glyceraldehyde are given the L prefix. It's kind of another way to tell the configuration of molecules beside the Cahn–Ingold–Prelog convention (R/S system), with little difference. (D-L system labels the whole molecule, while R/S system labels the absolute configuration of each chirality center.) In short, the D-L system doesn't have direct connection to (+)/(-) notation. It only relates the stereochemistry of the compound with that of glyceraldehyde, but says nothing about its optical activity. We may have compound with same relative configuration as (+)-glyceraldehyde (thus, it's given the D prefix), yet it rotates the polarized light counterclockwise (-), such as D-(-)-ribose. And also, don't confuse the D-L system with d- and l- naming. d- and l- is the exact same with (+) and (-) notation. Additional explanation D-L system (also called Fischer–Rosanoff convention) is mainly used for naming α-amino acids and sugars. It compares the relative configurations of molecules to the enantiomers of glyceraldehyde. This convention is still in common use today. Rosanoff in 1906 selected the enantiomeric glyceraldehydes as the point of reference[1]; any sugar derivable by chain lengthening from what is now known as (+)-glyceraldehyde (or named D-glyceraldehyde) belongs to the D series. In other words, we used a D to designate the sugars that degrade to (+)-glyceraldehyde and an L for those that degrade to (-)-glyceraldehyde. In assigning the D and L configurations of sugars, we could direcly look for the OH group of the bottom asymmetric carbon in the Fischer projection. If it's located on the right, we designate it with D, and vice versa, since they would have the same relative configurations with glyceraldehyde for the bottom asymmetric carbon. Reference [1]: IUPAC and IUBMB. Joint Commission On Biochemical Nomenclature. Nomenclature of Carbohydrates. 1996, 7.
588553	First of all, a CI for a given confidence percentage (e.g.95%) means, for all practical purposes (though technically it is not correct) that you are confident that the true value is in the interval. If this is interval is "narrow" (note that this can only be regarded in a relative fashion, so, for comparison with what follows, say it is 1 unit wide), it means that there is not much room to play: whichever value you pick in that interval is going to be close to the true value (because the interval is narrow), and you are quite certain of that (95%). Compare this to a relatively wide 95% CI (to match the example before, say it is 100 units wide): here, you are still 95% certain that the true value will be within this interval, yet that doesn't tell you very much, since there are relatively many values in the interval (about a factor 100 as opposed to 1 - and I ask, again, of purists to ignore the simplification). Typically, you are going to need a bigger interval when you want to be 99% certain that the true value is in it, than when you only need to be 95% certain (note: this may not be true if the intervals are not nested), so indeed, the more confidence you need, the broader the interval you will need to pick. On the other hand, you are more certain with the higher confidence interval. So, If I give you 2 intervals of the same width, and I say one is a 95% CI and the other is a 99% CI, I hope you will prefer the 99% one. In this sense, 99% CIs are more accurate: you have less doubt that you will have missed the truth.
