19	9	1	23.771289825439453
19	36	2	15.594467163085938
19	7	3	14.938431739807129
19	42	4	14.916646957397461
19	18	5	14.228400230407715
19	40	6	14.134532928466797
19	5	7	14.091010093688965
19	55	8	13.84255313873291
19	14	9	13.72718334197998
19	2	10	13.687980651855469
110	18	1	23.348411560058594
110	17	2	23.000699996948242
110	37	3	16.265867233276367
110	19	4	14.862213134765625
110	0	5	12.499622344970703
110	21	6	11.992960929870605
110	2	7	11.79576301574707
110	42	8	11.774560928344727
110	88	9	11.723846435546875
110	205	10	11.587133407592773
119	21	1	26.13300323486328
119	18	2	12.231797218322754
119	19	3	11.092824935913086
119	371	4	10.722153663635254
119	427	5	9.999755859375
119	5	6	9.47659969329834
119	297	7	9.423968315124512
119	42	8	9.386137008666992
119	2	9	9.143933296203613
119	212	10	9.061443328857422
176	37	1	19.847091674804688
176	233	2	13.897890090942383
176	7	3	13.349115371704102
176	485	4	13.033674240112305
176	17	5	12.890449523925781
176	86	6	12.089630126953125
176	96	7	11.732704162597656
176	297	8	11.665865898132324
176	13	9	11.489557266235352
176	411	10	11.236352920532227
204	40	1	25.45720863342285
204	38	2	12.816130638122559
204	495	3	12.15372085571289
204	22	4	11.80782699584961
204	142	5	11.652525901794434
204	382	6	11.160344123840332
204	261	7	10.997292518615723
204	219	8	10.806041717529297
204	8	9	10.740365982055664
204	492	10	10.511161804199219
207	10	1	27.26957130432129
207	25	2	26.94497299194336
207	20	3	26.580278396606445
207	13	4	21.928783416748047
207	1	5	21.83108901977539
207	2	6	21.777448654174805
207	0	7	21.42673110961914
207	44	8	21.104578018188477
207	6	9	20.22553253173828
207	12	10	18.948957443237305
258	33	1	22.764055252075195
258	28	2	22.706729888916016
258	29	3	21.5058650970459
258	26	4	21.364200592041016
258	27	5	18.36736297607422
258	449	6	16.66582489013672
258	34	7	16.11871910095215
258	30	8	15.678796768188477
258	164	9	13.51602554321289
258	72	10	12.836423873901367
262	4	1	24.7047119140625
262	7	2	22.80185317993164
262	3	3	22.415847778320312
262	5	4	19.146039962768555
262	10	5	9.98562240600586
262	2	6	9.269681930541992
262	20	7	8.84091854095459
262	1	8	8.834104537963867
262	416	9	8.744384765625
262	9	10	8.727161407470703
340	11	1	21.83810043334961
340	16	2	21.824012756347656
340	14	3	12.714302062988281
340	9	4	11.911497116088867
340	40	5	11.627321243286133
340	55	6	11.540213584899902
340	416	7	11.37258243560791
340	297	8	11.123407363891602
340	391	9	10.82635498046875
340	44	10	10.642236709594727
386	41	1	22.549959182739258
386	14	2	14.068672180175781
386	15	3	12.581753730773926
386	4	4	11.997652053833008
386	2	5	11.87360954284668
386	25	6	11.593409538269043
386	9	7	11.29112434387207
386	48	8	11.249698638916016
386	416	9	11.229248046875
386	1	10	11.187509536743164
435	48	1	24.017826080322266
435	47	2	23.7947998046875
435	480	3	10.324816703796387
435	77	4	10.297463417053223
435	475	5	9.25857925415039
435	197	6	8.38244915008545
435	102	7	8.161355018615723
435	99	8	8.128893852233887
435	146	9	7.961919784545898
435	403	10	7.957167625427246
443	49	1	22.635950088500977
443	13	2	12.343172073364258
443	198	3	11.980851173400879
443	1	4	11.7714262008667
443	44	5	11.254241943359375
443	483	6	10.457039833068848
443	494	7	10.40427017211914
443	377	8	10.290670394897461
443	2	9	10.231598854064941
