19	91	1	12.007389068603516
19	93	2	9.597521781921387
19	88	3	9.573023796081543
19	24	4	8.996247291564941
19	19	5	8.778461456298828
110	71	1	9.768842697143555
110	85	2	8.395620346069336
110	36	3	8.138666152954102
110	86	4	7.864962100982666
110	59	5	7.795781135559082
119	71	1	10.822314262390137
119	42	2	9.998973846435547
119	17	3	9.257955551147461
119	35	4	8.85916805267334
119	11	5	8.344947814941406
176	71	1	10.583856582641602
176	17	2	9.736162185668945
176	98	3	9.122827529907227
176	85	4	8.718729972839355
176	36	5	8.492257118225098
204	82	1	11.480636596679688
204	57	2	11.174795150756836
204	93	3	9.500367164611816
204	78	4	8.61064338684082
204	2	5	8.522150039672852
207	69	1	9.624658584594727
207	84	2	9.301966667175293
207	59	3	8.974634170532227
207	11	4	8.812959671020508
207	68	5	8.811724662780762
258	15	1	14.458907127380371
258	83	2	13.01140022277832
258	74	3	10.73751449584961
258	43	4	10.003769874572754
258	34	5	9.672033309936523
262	73	1	6.77036714553833
262	36	2	6.770136833190918
262	41	3	6.425958633422852
262	53	4	6.0551981925964355
262	37	5	6.048120498657227
340	91	1	11.532668113708496
340	87	2	8.446676254272461
340	84	3	7.610531806945801
340	57	4	7.5394487380981445
340	88	5	7.28001070022583
386	91	1	10.435173034667969
386	41	2	9.878331184387207
386	36	3	9.287736892700195
386	44	4	9.05733871459961
386	34	5	8.607958793640137
435	68	1	8.322843551635742
435	82	2	8.068910598754883
435	10	3	8.056427001953125
435	80	4	7.297717571258545
435	45	5	7.276457786560059
443	59	1	11.168376922607422
443	77	2	10.387777328491211
443	49	3	9.708033561706543
443	99	4	9.435929298400879
443	53	5	9.409042358398438
537	33	1	8.148017883300781
537	41	2	7.941971778869629
537	55	3	7.832451820373535
537	21	4	7.333742618560791
537	27	5	6.998498439788818
553	83	1	11.539081573486328
553	26	2	7.057714939117432
553	53	3	6.927638530731201
553	18	4	6.857113361358643
553	84	5	6.814040660858154
596	46	1	10.106632232666016
596	69	2	9.62020492553711
596	2	3	9.26176643371582
596	80	4	8.415412902832031
596	71	5	8.321252822875977
611	85	1	8.626493453979492
611	21	2	7.945717811584473
611	75	3	7.3190765380859375
611	83	4	7.008611679077148
611	65	5	6.885343551635742
652	69	1	8.944998741149902
652	87	2	8.497346878051758
652	85	3	7.584100723266602
652	71	4	7.458745002746582
652	96	5	6.938919544219971
670	84	1	8.586334228515625
670	87	2	8.582460403442383
670	46	3	8.557327270507812
670	40	4	8.168277740478516
670	30	5	8.08942699432373
672	87	1	10.014217376708984
672	85	2	8.711553573608398
672	31	3	8.48592758178711
672	34	4	8.200016975402832
672	30	5	8.030158996582031
684	11	1	10.224803924560547
684	18	2	8.353006362915039
684	75	3	8.264178276062012
684	27	4	7.893603801727295
684	84	5	7.886209487915039
703	69	1	10.402176856994629
703	68	2	10.064192771911621
703	73	3	9.655805587768555
703	32	4	9.618603706359863
703	91	5	9.046143531799316
707	8	1	9.880605697631836
707	75	2	7.95418119430542
707	4	3	7.803844451904297
707	84	4	7.181874752044678
707	57	5	7.019767761230469
769	19	1	7.667049884796143
769	22	2	6.908124923706055
769	89	3	6.85261869430542
769	44	4	6.646666049957275
769	98	5	6.6298747062683105
804	83	1	8.569792747497559
804	84	2	8.431269645690918
804	11	3	8.206377983093262
804	99	4	8.114914894104004
804	88	5	7.974070072174072
806	87	1	10.733631134033203
806	30	2	8.82357406616211
